R,G,B,Label,Confidence
0.023529411764705882,0.1843137254901961,0.6039215686274509,blue,perfect
0.4313725490196079,0.9411764705882352,0.7490196078431373,green,poor
0.6901960784313725,0.6901960784313725,0.7058823529411765,grey,perfect
0.0,0.8980392156862745,0.6901960784313725,blue,poor
0.3725490196078432,0.3607843137254902,0.9333333333333332,purple,good
0.5058823529411764,0.1411764705882353,0.3843137254901961,blue,perfect
0.207843137254902,0.21568627450980396,0.21176470588235294,purple,poor
0.18823529411764706,0.32941176470588235,0.6313725490196078,blue,good
0.9686274509803922,0.9529411764705882,0.7294117647058823,yellow,poor
0.415686274509804,0.0392156862745098,0.6274509803921569,blue,poor
0.1176470588235294,0.5803921568627451,0.992156862745098,blue,perfect
0.8666666666666667,0.16470588235294115,0.3568627450980392,red,good
0.6509803921568628,0.5372549019607843,0.4666666666666667,grey,poor
0.05882352941176471,0.4666666666666667,0.32941176470588235,green,good
0.4431372549019608,0.8666666666666667,0.015686274509803918,green,perfect
0.08627450980392158,0.09411764705882353,0.09019607843137256,black,perfect
0.7960784313725491,0.8627450980392157,0.7450980392156863,green,poor
0.7098039215686275,0.5450980392156862,0.5450980392156862,red,poor
0.7725490196078432,0.8745098039215686,0.8705882352941177,blue,poor
0.09803921568627452,0.792156862745098,0.05882352941176471,green,good
0.5294117647058824,0.30980392156862746,0.4666666666666667,purple,good
0.2196078431372549,0.3019607843137255,0.4392156862745098,red,poor
0.07058823529411765,0.7843137254901961,0.05882352941176471,green,perfect
0.9686274509803922,0.7137254901960784,0.2,orange,good
0.4549019607843137,0.4784313725490196,0.5019607843137255,grey,good
0.0196078431372549,0.015686274509803918,0.1568627450980392,black,perfect
1.0,0.8,0.7176470588235294,brown,poor
0.4392156862745098,0.611764705882353,0.4,green,good
0.4549019607843137,0.30980392156862746,0.9686274509803922,purple,good
0.8745098039215686,0.9098039215686274,0.8745098039215686,grey,poor
0.5176470588235295,0.3411764705882353,0.17254901960784313,brown,good
0.7725490196078432,0.7960784313725491,0.4627450980392157,green,poor
0.8901960784313725,0.8862745098039215,0.8862745098039215,grey,perfect
0.5607843137254902,0.10980392156862744,0.8117647058823529,purple,good
0.5529411764705883,0.5607843137254902,1.0,blue,good
0.4862745098039216,0.19215686274509805,0.7686274509803922,purple,good
0.7019607843137254,0.807843137254902,0.7294117647058823,red,poor
0.0196078431372549,1.0,0.2627450980392157,green,perfect
0.1803921568627451,0.4549019607843137,0.3607843137254902,green,poor
0.4901960784313725,0.8509803921568627,0.4588235294117647,green,good
0.6980392156862745,0.8196078431372549,0.08627450980392158,green,good
0.25098039215686274,0.5803921568627451,0.015686274509803918,green,perfect
0.3333333333333333,0.3607843137254902,0.407843137254902,grey,poor
0.4941176470588236,0.35294117647058826,0.7882352941176469,purple,perfect
0.7490196078431373,0.6078431372549019,0.10196078431372547,brown,perfect
0.9019607843137256,0.4941176470588236,0.035294117647058816,orange,perfect
0.047058823529411764,0.2274509803921569,0.8470588235294118,blue,perfect
0.35294117647058826,0.12941176470588234,0.5764705882352941,purple,perfect
0.6862745098039216,0.7647058823529411,0.6588235294117647,grey,poor
0.7843137254901961,0.7960784313725491,0.7803921568627451,grey,good
0.2627450980392157,0.2274509803921569,0.4823529411764706,blue,good
0.5411764705882353,0.8627450980392157,0.9254901960784314,blue,good
0.8392156862745098,0.3843137254901961,0.2,orange,good
0.06666666666666668,0.5333333333333333,0.1411764705882353,green,perfect
0.6352941176470588,0.7176470588235294,0.4627450980392157,green,poor
0.5215686274509804,0.5450980392156862,0.5529411764705883,grey,perfect
0.8705882352941177,0.996078431372549,0.7686274509803922,green,poor
0.13725490196078433,0.16862745098039214,0.20392156862745095,black,perfect
0.207843137254902,0.207843137254902,0.207843137254902,black,perfect
0.0,0.35294117647058826,0.1176470588235294,green,perfect
0.5215686274509804,0.9686274509803922,0.403921568627451,green,perfect
0.792156862745098,0.8313725490196079,0.7843137254901961,grey,perfect
0.407843137254902,0.8549019607843137,0.9725490196078432,blue,perfect
0.16862745098039214,0.2235294117647059,0.2196078431372549,green,perfect
0.6470588235294118,0.6823529411764706,0.6705882352941176,grey,perfect
0.20392156862745095,1.0,0.7411764705882353,blue,perfect
0.8823529411764706,0.5333333333333333,1.0,purple,perfect
0.26666666666666666,0.7098039215686275,0.1568627450980392,green,perfect
0.17647058823529413,0.3568627450980392,0.5764705882352941,blue,perfect
0.5960784313725489,0.9725490196078432,0.7882352941176469,blue,good
0.24705882352941175,0.16862745098039214,0.29411764705882354,purple,perfect
0.011764705882352941,0.3686274509803922,0.0392156862745098,green,good
0.023529411764705882,0.06274509803921569,0.1176470588235294,black,perfect
0.09411764705882353,0.21176470588235294,0.7411764705882353,blue,good
0.2980392156862745,0.2901960784313726,0.8823529411764706,purple,good
0.7450980392156863,0.6039215686274509,0.5960784313725489,red,good
0.6941176470588235,0.7176470588235294,0.6313725490196078,grey,perfect
0.8862745098039215,0.9019607843137256,0.8980392156862745,red,good
0.3215686274509804,0.2392156862745098,0.05882352941176471,red,perfect
0.5098039215686274,1.0,0.5411764705882353,green,perfect
0.5137254901960784,0.5019607843137255,0.5137254901960784,grey,good
0.9529411764705882,0.976470588235294,0.9686274509803922,white,perfect
0.6941176470588235,0.047058823529411764,0.9058823529411764,purple,good
1.0,0.9254901960784314,0.8862745098039215,pink,good
0.3647058823529412,0.35294117647058826,0.3607843137254902,grey,good
0.5686274509803921,0.4980392156862745,0.5607843137254902,purple,poor
0.5372549019607843,0.4549019607843137,0.3058823529411765,brown,perfect
0.0196078431372549,0.027450980392156862,0.007843137254901959,black,perfect
0.6509803921568628,0.6313725490196078,0.5803921568627451,grey,perfect
0.8823529411764706,0.7882352941176469,0.8862745098039215,pink,good
0.21568627450980396,0.2352941176470588,0.21568627450980396,black,perfect
0.08235294117647059,0.2823529411764706,0.08627450980392158,green,perfect
0.6392156862745098,0.6352941176470588,0.6627450980392157,black,perfect
0.28627450980392155,0.996078431372549,0.4941176470588236,green,perfect
0.9568627450980391,0.2392156862745098,0.1803921568627451,red,perfect
0.2274509803921569,0.011764705882352941,0.207843137254902,purple,perfect
0.7137254901960784,0.7490196078431373,0.7372549019607844,grey,perfect
0.26666666666666666,0.4470588235294118,0.5882352941176471,blue,perfect
0.9529411764705882,0.407843137254902,0.8823529411764706,pink,perfect
0.996078431372549,0.8862745098039215,0.5803921568627451,orange,good
0.015686274509803918,0.07450980392156863,0.08627450980392158,black,perfect
0.7372549019607844,0.8627450980392157,0.407843137254902,green,good
0.7176470588235294,0.7294117647058823,0.7098039215686275,grey,perfect
0.14901960784313725,0.16862745098039214,0.1843137254901961,black,perfect
0.007843137254901959,0.2980392156862745,0.5176470588235295,blue,good
0.32941176470588235,0.7960784313725491,0.5725490196078431,green,good
0.7333333333333333,0.7019607843137254,0.792156862745098,purple,good
0.9450980392156862,0.9843137254901959,0.9686274509803922,white,good
0.3058823529411765,0.9843137254901959,0.09411764705882353,green,perfect
0.2980392156862745,0.5803921568627451,0.1411764705882353,green,perfect
0.3686274509803922,0.2392156862745098,0.992156862745098,blue,poor
0.7490196078431373,0.5058823529411764,0.7568627450980392,purple,perfect
0.25882352941176473,0.23137254901960785,0.21568627450980396,black,perfect
0.6039215686274509,0.615686274509804,0.5490196078431373,grey,poor
0.09411764705882353,0.207843137254902,0.08235294117647059,green,poor
0.10588235294117647,0.031372549019607836,0.031372549019607836,black,perfect
0.19215686274509805,0.27450980392156865,0.16862745098039214,green,poor
0.7372549019607844,0.7764705882352941,0.7372549019607844,grey,good
0.06666666666666668,0.2,0.0,green,poor
0.9450980392156862,0.9372549019607844,0.976470588235294,grey,good
0.8862745098039215,0.8705882352941177,0.9882352941176472,purple,good
0.15294117647058825,0.2,0.16470588235294115,green,poor
0.5686274509803921,0.4823529411764706,0.7411764705882353,purple,good
0.5254901960784314,0.3450980392156863,0.5803921568627451,purple,perfect
0.1843137254901961,0.5764705882352941,0.8705882352941177,blue,perfect
0.5803921568627451,0.9215686274509804,0.3568627450980392,green,perfect
0.031372549019607836,0.031372549019607836,0.035294117647058816,black,perfect
0.1176470588235294,0.34901960784313724,0.05882352941176471,green,good
0.3725490196078432,0.392156862745098,0.3725490196078432,grey,good
0.9098039215686274,0.9215686274509804,1.0,blue,poor
0.7019607843137254,0.2235294117647059,0.9882352941176472,purple,perfect
0.3333333333333333,0.6235294117647059,0.6627450980392157,blue,poor
0.992156862745098,0.9843137254901959,0.996078431372549,white,perfect
0.6941176470588235,0.5098039215686274,0.13333333333333333,brown,perfect
0.0,0.027450980392156862,0.0196078431372549,black,perfect
0.7803921568627451,0.8431372549019608,0.6901960784313725,green,poor
0.3333333333333333,0.9803921568627452,0.4431372549019608,green,good
0.8549019607843137,1.0,0.996078431372549,blue,good
0.6196078431372549,0.6823529411764706,0.7058823529411765,grey,good
0.9450980392156862,0.2980392156862745,0.5137254901960784,pink,good
0.6980392156862745,0.6980392156862745,0.6784313725490196,grey,good
0.7686274509803922,0.7372549019607844,0.7490196078431373,grey,good
0.6352941176470588,0.792156862745098,0.2784313725490196,green,good
0.396078431372549,0.25882352941176473,0.2274509803921569,brown,perfect
0.05882352941176471,0.047058823529411764,0.05098039215686274,black,perfect
0.054901960784313725,0.054901960784313725,0.07058823529411765,red,perfect
0.035294117647058816,0.035294117647058816,0.047058823529411764,red,perfect
0.3686274509803922,0.5843137254901961,0.5176470588235295,green,poor
0.996078431372549,0.0,0.6509803921568628,pink,good
0.09803921568627452,0.2,0.33725490196078434,blue,good
0.2784313725490196,0.9529411764705882,0.976470588235294,blue,poor
1.0,0.6,0.16470588235294115,orange,perfect
0.4705882352941176,0.3725490196078432,0.3764705882352941,brown,good
0.4235294117647059,0.4588235294117647,0.4862745098039216,grey,perfect
0.407843137254902,0.06666666666666668,0.10980392156862744,brown,poor
0.0039215686274509795,0.12941176470588234,0.1215686274509804,black,perfect
0.9137254901960784,1.0,0.9019607843137256,green,poor
0.4745098039215686,0.05882352941176471,0.6470588235294118,purple,good
0.7098039215686275,0.6941176470588235,0.3411764705882353,brown,poor
0.8549019607843137,0.5411764705882353,0.403921568627451,orange,poor
0.12941176470588234,0.12941176470588234,0.12941176470588234,black,perfect
0.08235294117647059,0.08235294117647059,0.34901960784313724,red,poor
0.12941176470588234,0.12549019607843134,0.08627450980392158,black,perfect
0.6549019607843137,0.16862745098039214,0.5058823529411764,pink,good
0.9568627450980391,0.3725490196078432,0.2549019607843137,orange,perfect
0.9137254901960784,0.8352941176470589,0.7450980392156863,brown,poor
0.6,0.21176470588235294,0.9647058823529412,purple,perfect
0.047058823529411764,0.33725490196078434,0.5215686274509804,blue,good
0.05098039215686274,0.992156862745098,0.6549019607843137,green,good
0.4588235294117647,0.4901960784313725,0.4352941176470588,grey,poor
0.2549019607843137,0.26666666666666666,0.2823529411764706,black,good
0.5647058823529412,0.9450980392156862,0.6745098039215687,green,good
0.16470588235294115,0.1607843137254902,0.13725490196078433,black,perfect
0.12549019607843134,0.25098039215686274,0.3647058823529412,blue,good
0.3764705882352941,0.3686274509803922,0.5882352941176471,purple,good
0.05098039215686274,0.05098039215686274,0.027450980392156862,black,perfect
0.415686274509804,0.2549019607843137,1.0,purple,perfect
0.6862745098039216,0.8039215686274509,0.8627450980392157,blue,good
0.13725490196078433,0.6039215686274509,0.4274509803921568,green,good
0.6823529411764706,0.976470588235294,0.7843137254901961,green,good
0.6823529411764706,0.9254901960784314,0.5843137254901961,red,poor
0.7372549019607844,0.6980392156862745,0.8039215686274509,purple,good
0.7372549019607844,0.4980392156862745,0.3215686274509804,brown,poor
0.6352941176470588,0.3568627450980392,0.8156862745098039,purple,perfect
0.2784313725490196,0.9647058823529412,0.7568627450980392,green,good
0.3843137254901961,0.34901960784313724,0.12941176470588234,brown,good
0.996078431372549,0.5803921568627451,0.9254901960784314,pink,perfect
0.6196078431372549,0.4196078431372549,0.4627450980392157,pink,poor
0.976470588235294,0.7529411764705882,0.7843137254901961,pink,good
0.4588235294117647,0.4705882352941176,0.4549019607843137,grey,perfect
0.9215686274509804,0.3450980392156863,0.3647058823529412,red,perfect
0.05098039215686274,0.2627450980392157,0.14901960784313725,green,good
0.1568627450980392,0.07450980392156863,0.27058823529411763,purple,good
0.3176470588235294,0.4862745098039216,0.5490196078431373,grey,poor
0.09019607843137256,0.10980392156862744,0.0039215686274509795,black,perfect
0.6588235294117647,0.16470588235294115,0.9803921568627452,purple,perfect
0.3725490196078432,0.6509803921568628,0.24705882352941175,green,perfect
0.007843137254901959,0.007843137254901959,0.007843137254901959,black,perfect
0.3019607843137255,0.5176470588235295,0.6352941176470588,blue,poor
0.3843137254901961,0.5764705882352941,0.4705882352941176,green,poor
0.9019607843137256,0.9803921568627452,0.7843137254901961,green,poor
0.9333333333333332,0.4549019607843137,0.2274509803921569,orange,good
0.0,0.0,0.0,black,perfect
0.9882352941176472,0.9686274509803922,0.6666666666666666,yellow,poor
0.8039215686274509,0.7529411764705882,0.792156862745098,purple,poor
0.976470588235294,0.8,0.7843137254901961,pink,good
0.25098039215686274,0.4,0.392156862745098,green,poor
0.3215686274509804,0.3254901960784314,0.32941176470588235,grey,good
0.007843137254901959,0.06666666666666668,0.17254901960784313,red,poor
0.10196078431372547,0.4117647058823529,0.15294117647058825,red,good
0.2431372549019608,0.207843137254902,0.24705882352941175,red,perfect
0.3019607843137255,0.3725490196078432,0.30980392156862746,red,poor
0.27450980392156865,0.2235294117647059,0.023529411764705882,red,good
0.9490196078431372,0.9843137254901959,0.4470588235294118,red,poor
0.8117647058823529,0.8901960784313725,0.5372549019607843,red,poor
0.3137254901960784,0.6274509803921569,0.4392156862745098,red,poor
0.12941176470588234,0.9411764705882352,0.4549019607843137,red,poor
0.5764705882352941,0.27058823529411763,0.5647058823529412,red,poor
0.8901960784313725,0.5058823529411764,0.2274509803921569,red,poor
0.8470588235294118,1.0,0.8039215686274509,red,poor
0.9019607843137256,0.9333333333333332,0.9607843137254902,red,poor
0.5607843137254902,0.9843137254901959,0.7333333333333333,red,poor
0.17647058823529413,0.17254901960784313,0.1803921568627451,red,good
0.0,0.0196078431372549,0.0392156862745098,red,good
0.007843137254901959,0.0039215686274509795,0.007843137254901959,red,good
0.5843137254901961,0.6078431372549019,0.6,red,good
0.4313725490196079,0.13333333333333333,0.392156862745098,red,good
0.3764705882352941,0.07450980392156863,0.4392156862745098,red,good
0.0,0.0,0.0,red,good
0.8392156862745098,0.8627450980392157,0.415686274509804,red,good
0.35294117647058826,0.035294117647058816,0.5372549019607843,red,perfect
0.5215686274509804,0.3803921568627451,0.5843137254901961,red,perfect
0.0,0.0196078431372549,0.0,red,perfect
0.5568627450980392,0.7215686274509804,0.6313725490196078,red,perfect
0.5254901960784314,0.15294117647058825,0.7529411764705882,red,perfect
0.2549019607843137,0.2823529411764706,0.4745098039215686,red,perfect
0.21176470588235294,0.2627450980392157,0.3882352941176471,red,perfect
0.8235294117647058,0.3882352941176471,0.792156862745098,red,perfect
0.20392156862745095,0.3411764705882353,0.9529411764705882,red,perfect
0.9490196078431372,0.9607843137254902,0.9372549019607844,red,perfect
0.3333333333333333,0.3254901960784314,0.3215686274509804,red,perfect
